,Date,Tidal_Variation,Waves,Current_Speed,Direction_of_Flow,Dredging_Requirement,Depth,Siltation_Amount,Ships_Frequency,Heavy_Rainfall,Channel
1759,2021-10-26,0.3,2.3,1.24,0,2,8.8,2.47,10,0,2
1760,2021-10-27,3.97,0.12,0.88,1,2,15.48,1.85,19,1,1
1761,2021-10-28,1.58,0.01,1.56,0,2,13.54,1.56,13,1,1
1762,2021-10-29,2.37,2.57,1.46,1,2,8.48,2.82,18,0,2
1763,2021-10-30,0.59,0.93,1.02,1,2,10.55,2.1,28,0,1
1764,2021-10-31,2.06,0.31,0.64,0,1,11.04,2.03,20,1,2
1765,2021-11-01,3.15,2.28,0.64,0,1,10.97,2.38,26,1,2
1766,2021-11-02,3.18,1.3,2.05,0,2,15.02,1.19,21,1,2
1767,2021-11-03,3.71,2.39,0.2,0,1,10.13,2.37,25,0,1
1768,2021-11-04,1.92,0.62,0.28,1,2,15.24,1.32,20,1,2
1769,2021-11-05,3.66,1.33,1.6,1,0,10.62,2.73,18,0,1
1770,2021-11-06,1.63,0.5,1.16,1,2,8.56,2.06,28,0,2
1771,2021-11-07,3.41,2.62,1.38,1,2,8.43,2.27,21,0,1
1772,2021-11-08,2.3,0.7,2.33,0,2,9.72,2.31,14,0,1
1773,2021-11-09,0.8,0.97,0.66,1,2,15.76,1.97,7,0,2
1774,2021-11-10,4.04,0.82,0.74,1,2,11.24,2.49,9,0,2
1775,2021-11-11,4.94,1.15,1.44,0,2,11.04,2.06,9,0,2
1776,2021-11-12,1.07,1.76,0.42,1,2,8.63,2.52,9,1,1
1777,2021-11-13,0.44,1.02,1.96,0,2,16.72,1.08,27,0,1
1778,2021-11-14,1.23,0.29,1.62,0,2,13.17,1.52,24,0,2
1779,2021-11-15,2.18,1.55,0.34,1,2,19.49,1.14,27,1,2
1780,2021-11-16,4.48,2.96,1.61,1,0,8.09,2.95,14,1,2
1781,2021-11-17,2.38,1.94,2.4,0,2,15.51,1.04,6,1,1
1782,2021-11-18,4.78,1.73,1.52,0,2,8.03,2.88,9,0,1
1783,2021-11-19,2.28,0.64,1.84,0,2,12.85,1.5,19,0,2
1784,2021-11-20,4.96,2.47,0.58,1,2,15.8,1.33,24,1,2
1785,2021-11-21,4.21,1.19,2.3,0,2,18.87,1.28,19,1,2
1786,2021-11-22,0.78,2.07,0.69,1,2,12.95,1.58,27,0,1
1787,2021-11-23,0.84,0.33,2.19,1,0,19.04,1.08,22,0,1
1788,2021-11-24,1.1,1.86,0.33,0,1,12.35,1.52,11,0,2
1789,2021-11-25,2.3,2.41,0.31,1,2,9.91,2.62,26,1,1
1790,2021-11-26,1.09,1.08,1.16,0,2,16.41,1.71,15,1,2
1791,2021-11-27,1.04,0.74,1.16,0,2,16.85,1.55,17,0,2
1792,2021-11-28,4.46,0.99,2.03,1,0,10.21,2.29,9,0,2
1793,2021-11-29,0.56,1.04,2.43,1,0,11.39,2.6,6,1,2
1794,2021-11-30,0.22,2.11,0.76,0,1,16.37,1.16,25,1,2
1795,2021-12-01,3.64,1.5,2.43,1,0,8.91,2.8,5,1,2
1796,2021-12-02,3.64,2.65,1.16,0,2,9.55,2.36,8,1,2
1797,2021-12-03,3.2,0.12,1.41,0,2,8.07,2.71,29,1,2
1798,2021-12-04,2.65,1.12,1.63,1,0,18.87,1.92,16,1,2
1799,2021-12-05,1.72,0.49,2.47,1,0,10.82,2.43,20,1,1
1800,2021-12-06,0.37,2.57,1.95,0,2,12.8,1.19,10,0,2
1801,2021-12-07,0.49,1.09,0.98,0,1,18.74,1.36,18,0,1
1802,2021-12-08,4.01,2.88,0.15,1,2,18.14,1.9,6,0,2
1803,2021-12-09,1.47,2.64,0.66,0,1,9.58,2.95,10,1,1
1804,2021-12-10,0.92,1.77,1.07,0,2,15.88,1.05,6,0,1
1805,2021-12-11,3.48,2.03,2.09,0,2,16.55,1.04,24,1,2
1806,2021-12-12,1.47,2.91,1.46,1,2,19.56,1.12,15,0,2
1807,2021-12-13,4.85,1.01,2.14,1,0,10.61,2.83,13,1,2
1808,2021-12-14,3.89,0.92,0.53,0,1,14.88,1.05,24,1,1
1809,2021-12-15,2.38,2.73,1.18,0,2,8.32,2.75,8,1,1
1810,2021-12-16,2.74,0.68,0.72,1,2,18.82,1.43,8,0,2
1811,2021-12-17,1.1,0.11,0.26,0,1,18.94,1.96,19,1,1
1812,2021-12-18,1.32,2.74,1.69,0,2,9.36,2.24,5,1,1
1813,2021-12-19,4.27,2.71,2.01,1,0,14.76,1.23,9,0,1
1814,2021-12-20,0.74,0.51,0.2,0,1,19.37,1.71,7,0,2
1815,2021-12-21,4.31,2.27,2.06,0,2,16.32,1.01,10,0,1
1816,2021-12-22,2.18,0.47,1.49,0,2,16.78,1.27,17,1,2
1817,2021-12-23,3.51,1.62,2.06,1,0,11.95,2.74,13,1,1
1818,2021-12-24,3.96,2.18,0.88,0,1,13.81,2.0,27,1,2
1819,2021-12-25,1.2,2.86,1.24,1,2,13.21,1.29,27,1,1
1820,2021-12-26,1.37,0.32,1.24,1,2,18.41,1.41,6,1,2
1821,2021-12-27,4.74,1.37,2.16,0,2,17.08,1.32,5,1,1
1822,2021-12-28,4.91,1.15,1.49,0,2,9.33,2.46,9,0,1
1823,2021-12-29,0.69,2.98,0.49,1,2,10.19,2.44,24,0,1
1824,2021-12-30,4.37,2.55,2.23,1,0,18.56,1.78,26,1,2
1825,2021-12-31,0.83,0.14,0.39,1,2,17.85,1.78,16,1,1
1826,2022-01-01,3.47,2.34,0.65,0,1,19.5,1.25,18,1,1
1827,2022-01-02,4.38,0.28,1.83,0,2,12.55,1.42,13,0,1
1828,2022-01-03,1.97,2.46,0.16,0,1,10.87,2.46,7,0,2
1829,2022-01-04,0.13,1.94,1.81,0,2,16.13,1.57,28,0,1
1830,2022-01-05,3.31,1.68,1.82,1,0,12.22,1.64,28,0,2
1831,2022-01-06,2.99,2.5,0.19,0,1,16.8,1.26,9,1,2
1832,2022-01-07,0.22,2.95,2.21,0,2,11.71,2.56,28,1,2
1833,2022-01-08,0.87,0.63,2.12,0,2,10.07,2.18,19,1,1
1834,2022-01-09,1.09,0.0,0.15,1,2,17.53,1.4,25,0,1
1835,2022-01-10,3.31,2.11,1.52,1,0,9.2,2.67,5,1,1
1836,2022-01-11,0.58,0.45,0.32,0,1,10.03,2.3,7,1,1
1837,2022-01-12,3.32,2.18,1.57,0,2,19.9,1.13,19,1,2
1838,2022-01-13,1.62,1.06,2.42,0,2,14.7,1.89,25,0,2
1839,2022-01-14,3.42,0.23,2.07,1,0,13.49,1.53,23,0,2
1840,2022-01-15,2.83,0.94,1.45,1,2,8.15,2.59,15,0,1
1841,2022-01-16,1.99,2.62,1.5,1,2,16.74,1.97,24,0,1
1842,2022-01-17,0.52,1.13,1.68,1,0,10.99,2.75,19,0,1
1843,2022-01-18,2.99,0.62,1.8,1,0,13.22,1.86,25,0,1
1844,2022-01-19,3.88,2.51,1.67,1,0,10.66,2.79,20,0,2
1845,2022-01-20,1.68,2.34,2.09,0,2,15.18,1.35,21,1,1
1846,2022-01-21,2.25,0.1,0.31,1,2,19.41,1.76,19,0,2
1847,2022-01-22,4.04,1.06,2.1,1,0,16.88,1.21,27,1,2
1848,2022-01-23,2.75,2.81,2.37,1,0,8.82,2.48,6,0,2
1849,2022-01-24,4.58,0.56,0.91,0,1,10.73,2.97,19,0,1
1850,2022-01-25,2.47,2.54,0.59,1,2,9.76,2.37,11,0,2
1851,2022-01-26,1.48,2.29,0.34,1,2,8.08,2.04,23,0,1
1852,2022-01-27,0.01,0.92,0.13,1,2,8.43,2.09,13,1,2
1853,2022-01-28,3.46,0.12,0.88,1,2,18.7,1.14,12,0,2
1854,2022-01-29,3.35,0.53,0.27,1,2,11.45,2.74,13,1,1
1855,2022-01-30,4.78,1.13,1.35,0,2,14.98,1.16,19,0,1
1856,2022-01-31,2.69,2.42,1.48,0,2,10.72,2.91,17,0,1
1857,2022-02-01,2.56,0.62,1.54,1,0,17.38,1.32,14,0,2
1858,2022-02-02,4.64,2.54,1.93,1,0,10.37,2.18,10,1,2
1859,2022-02-03,2.1,0.21,2.43,0,2,19.03,1.93,22,1,2
1860,2022-02-04,1.94,1.0,0.27,0,1,9.19,2.65,25,0,2
1861,2022-02-05,3.97,1.03,0.52,1,2,15.11,1.73,7,0,1
1862,2022-02-06,0.82,1.04,0.37,0,1,15.2,1.52,19,1,2
1863,2022-02-07,4.49,2.84,1.24,0,2,13.31,1.84,5,1,1
1864,2022-02-08,1.04,2.56,0.86,1,2,18.22,1.51,12,1,1
1865,2022-02-09,3.29,0.15,1.27,1,2,15.77,1.14,27,1,1
1866,2022-02-10,2.2,0.95,2.01,1,0,18.05,1.03,28,0,2
1867,2022-02-11,3.79,2.44,0.82,1,2,13.54,1.58,11,0,1
1868,2022-02-12,3.39,2.36,1.3,1,2,12.8,1.52,9,1,2
1869,2022-02-13,3.49,2.14,1.56,0,2,9.71,2.26,24,1,2
1870,2022-02-14,0.88,0.56,0.52,0,1,10.47,2.91,7,0,2
1871,2022-02-15,3.9,1.42,0.52,0,1,8.27,2.97,13,1,1
1872,2022-02-16,3.02,0.55,0.78,1,2,12.47,1.06,20,0,1
1873,2022-02-17,1.51,1.82,2.2,1,0,15.96,1.42,20,1,2
1874,2022-02-18,4.43,2.04,0.94,1,2,15.48,1.87,18,1,1
1875,2022-02-19,4.11,1.41,0.74,0,1,11.52,2.55,24,0,1
1876,2022-02-20,2.26,0.36,2.18,1,0,18.17,1.39,7,1,1
1877,2022-02-21,0.42,1.72,0.87,1,2,8.88,2.33,25,0,1
1878,2022-02-22,2.42,0.44,1.08,1,2,8.36,2.68,29,1,2
1879,2022-02-23,1.09,0.04,0.38,0,1,10.27,2.61,15,0,1
1880,2022-02-24,2.14,2.82,2.15,0,2,12.64,1.21,12,1,1
1881,2022-02-25,0.06,2.81,1.48,0,2,11.58,2.19,21,1,2
1882,2022-02-26,2.86,2.38,0.77,0,1,11.21,2.28,14,0,1
1883,2022-02-27,3.26,1.73,0.66,1,2,17.17,1.91,20,1,1
1884,2022-02-28,1.35,2.04,0.71,0,1,14.81,1.47,14,0,2
1885,2022-03-01,1.17,1.31,1.52,0,2,9.56,2.96,13,1,1
1886,2022-03-02,2.31,1.1,1.69,0,2,10.92,2.94,11,1,2
1887,2022-03-03,1.51,2.37,1.24,1,2,16.33,1.58,19,0,1
1888,2022-03-04,0.81,2.35,0.83,1,2,16.36,1.08,24,0,2
1889,2022-03-05,4.47,0.62,0.98,1,2,10.91,2.83,20,1,1
1890,2022-03-06,3.56,0.28,2.46,0,2,18.05,1.91,23,0,2
1891,2022-03-07,4.56,1.5,1.65,0,2,10.32,2.45,27,0,2
1892,2022-03-08,2.46,1.54,1.59,1,0,11.23,2.88,9,1,2
1893,2022-03-09,2.43,1.36,1.65,1,0,15.71,1.22,19,0,2
1894,2022-03-10,0.73,1.41,1.57,1,0,12.67,1.46,16,0,2
1895,2022-03-11,3.04,2.85,0.35,0,1,11.35,2.65,17,0,2
1896,2022-03-12,4.65,1.72,2.14,1,0,10.6,2.52,11,0,2
1897,2022-03-13,3.79,2.27,1.3,0,2,15.83,1.24,17,0,2
1898,2022-03-14,2.18,0.81,2.41,0,2,16.6,1.51,14,0,1
1899,2022-03-15,4.39,1.28,0.58,1,2,9.42,2.47,14,0,1
1900,2022-03-16,4.65,1.08,1.77,1,0,13.13,1.08,25,1,1
1901,2022-03-17,2.46,2.44,2.46,0,2,11.07,2.77,24,0,2
1902,2022-03-18,1.45,0.68,1.02,0,2,9.83,2.33,10,1,1
1903,2022-03-19,1.51,2.98,1.11,1,2,19.73,1.85,29,1,2
1904,2022-03-20,4.24,1.83,0.32,0,1,16.63,1.04,21,1,1
1905,2022-03-21,1.4,0.01,1.9,0,2,19.01,1.17,10,0,1
1906,2022-03-22,3.81,0.65,1.91,0,2,12.87,1.45,18,0,2
1907,2022-03-23,0.72,0.96,1.42,1,2,14.58,1.04,27,1,1
1908,2022-03-24,0.16,2.99,1.69,1,0,10.33,2.96,28,0,1
1909,2022-03-25,1.41,0.89,1.33,0,2,10.28,2.77,12,1,2
1910,2022-03-26,3.26,2.8,2.19,1,0,8.44,2.65,11,1,1
1911,2022-03-27,4.17,2.72,1.7,1,0,17.6,1.71,13,0,1
1912,2022-03-28,2.2,2.24,1.71,1,0,17.31,1.38,20,0,2
1913,2022-03-29,0.25,2.33,1.91,0,2,10.08,2.32,21,0,1
1914,2022-03-30,4.86,1.25,1.11,1,2,10.8,2.27,22,1,1
1915,2022-03-31,4.37,0.25,2.28,0,2,10.75,2.48,26,1,2
1916,2022-04-01,2.22,2.56,0.81,0,1,13.12,1.38,15,1,2
1917,2022-04-02,2.08,1.52,1.13,1,2,14.22,1.82,8,1,1
1918,2022-04-03,4.72,2.34,2.01,0,2,14.26,1.12,23,0,2
1919,2022-04-04,2.2,0.17,1.23,1,2,9.62,2.28,25,0,2
1920,2022-04-05,4.29,2.18,1.07,1,2,9.77,2.29,7,1,2
1921,2022-04-06,4.31,1.33,0.68,1,2,10.21,2.22,24,1,1
1922,2022-04-07,3.99,2.99,2.5,1,0,9.99,2.17,25,1,1
1923,2022-04-08,0.17,1.71,0.71,1,2,10.44,2.21,24,1,2
1924,2022-04-09,1.26,2.72,1.23,0,2,11.73,2.56,8,1,1
1925,2022-04-10,2.65,2.03,0.78,0,1,15.91,1.69,8,0,1
1926,2022-04-11,0.18,2.48,1.83,1,0,17.04,1.19,8,1,2
1927,2022-04-12,0.88,2.12,1.18,1,2,13.91,1.03,6,0,2
1928,2022-04-13,4.66,0.59,0.29,0,1,18.5,1.89,17,1,2
1929,2022-04-14,1.34,2.7,2.18,1,0,10.02,2.71,27,1,1
1930,2022-04-15,1.45,1.03,0.94,0,1,10.8,2.51,26,0,2
1931,2022-04-16,0.45,0.8,1.52,1,0,14.93,1.45,14,0,2
1932,2022-04-17,0.82,1.24,1.12,1,2,18.13,1.89,8,0,2
1933,2022-04-18,2.09,0.17,0.98,0,1,10.54,2.8,20,1,2
1934,2022-04-19,0.24,1.91,0.47,1,2,8.81,2.01,22,0,1
1935,2022-04-20,1.14,1.21,0.61,0,1,9.36,2.12,25,1,2
1936,2022-04-21,4.93,1.77,1.16,0,2,10.62,2.21,20,1,2
1937,2022-04-22,2.45,1.7,1.59,1,0,17.33,1.0,18,1,2
1938,2022-04-23,1.44,2.28,0.45,1,2,18.55,1.84,29,1,2
1939,2022-04-24,4.12,0.52,2.37,1,0,13.63,1.45,27,0,1
1940,2022-04-25,3.43,2.76,1.26,1,2,14.77,1.68,10,0,2
1941,2022-04-26,0.49,1.11,1.7,1,0,9.55,2.2,29,0,1
1942,2022-04-27,2.07,0.68,1.93,1,0,10.46,2.38,17,0,2
1943,2022-04-28,0.96,2.77,1.48,1,2,17.67,1.84,23,1,1
1944,2022-04-29,0.73,2.47,0.53,1,2,9.52,2.82,23,1,1
1945,2022-04-30,0.84,2.7,0.48,0,1,17.0,1.63,24,0,1
1946,2022-05-01,0.65,1.66,0.76,1,2,9.93,2.39,27,0,1
1947,2022-05-02,2.14,1.94,2.14,1,0,11.46,2.8,17,1,2
1948,2022-05-03,3.66,2.68,0.44,0,1,13.16,1.1,14,1,2
1949,2022-05-04,4.45,1.56,1.25,1,2,18.85,1.48,22,0,1
1950,2022-05-05,1.26,2.97,0.78,1,2,9.17,2.81,12,1,1
1951,2022-05-06,4.98,1.1,1.48,1,2,8.85,2.47,9,1,2
1952,2022-05-07,1.72,0.88,1.2,1,2,15.38,1.07,29,1,2
1953,2022-05-08,1.5,2.67,1.92,1,0,19.96,1.5,18,1,2
1954,2022-05-09,2.86,2.58,2.21,1,0,16.6,1.09,6,0,2
1955,2022-05-10,4.39,2.35,2.37,1,0,19.12,1.01,27,0,2
1956,2022-05-11,0.55,1.51,0.79,0,1,9.87,2.2,13,1,1
1957,2022-05-12,4.92,1.46,0.58,1,2,8.62,2.93,15,0,2
1958,2022-05-13,1.48,0.05,1.1,1,2,10.4,2.34,18,1,1
1959,2022-05-14,3.73,2.84,2.43,0,2,9.44,2.35,18,0,1
1960,2022-05-15,2.19,0.02,1.69,1,0,18.83,1.17,25,0,1
1961,2022-05-16,0.85,1.91,0.29,0,1,8.02,2.46,28,0,1
1962,2022-05-17,4.32,1.42,2.48,0,2,14.04,1.14,5,1,2
1963,2022-05-18,2.27,0.63,1.23,1,2,13.91,1.62,24,1,1
1964,2022-05-19,4.11,0.74,1.06,1,2,14.9,1.02,21,0,2
1965,2022-05-20,2.02,3.0,1.32,0,2,11.2,2.85,23,1,1
1966,2022-05-21,4.81,2.56,0.1,1,2,12.37,1.27,21,1,1
1967,2022-05-22,0.18,1.1,2.21,0,2,12.14,1.9,21,0,2
1968,2022-05-23,2.71,1.52,1.86,0,2,17.26,1.02,11,1,2
1969,2022-05-24,3.82,1.67,1.34,1,2,13.72,1.26,10,0,2
1970,2022-05-25,3.83,2.46,2.43,0,2,13.4,1.59,28,1,2
1971,2022-05-26,2.15,1.19,0.69,1,2,8.47,2.43,14,0,1
1972,2022-05-27,0.16,0.36,0.45,1,2,12.51,1.47,17,1,2
1973,2022-05-28,2.67,2.05,2.08,0,2,10.96,2.58,17,1,2
1974,2022-05-29,2.23,1.67,0.58,0,1,13.23,1.05,22,0,2
1975,2022-05-30,0.42,0.97,2.34,0,2,15.16,1.52,22,0,1
1976,2022-05-31,2.37,1.98,2.22,1,0,11.02,2.21,14,0,1
1977,2022-06-01,4.79,1.8,1.82,0,2,18.43,1.4,24,0,2
1978,2022-06-02,1.22,1.82,0.96,1,2,18.0,1.87,6,0,2
1979,2022-06-03,1.89,1.49,2.13,1,0,8.88,2.7,12,0,2
1980,2022-06-04,0.71,2.76,2.18,1,0,17.83,1.07,5,1,1
1981,2022-06-05,1.14,1.12,1.0,0,2,9.6,2.41,12,0,2
1982,2022-06-06,3.44,1.0,1.85,1,0,11.97,2.06,11,1,1
1983,2022-06-07,4.39,1.12,2.23,1,0,10.47,2.07,16,1,2
1984,2022-06-08,4.09,1.23,0.77,0,1,14.28,1.47,13,0,1
1985,2022-06-09,2.48,2.24,1.34,0,2,18.73,1.73,22,0,1
1986,2022-06-10,1.83,1.06,0.21,1,2,11.25,2.34,14,0,1
1987,2022-06-11,2.76,1.97,1.1,1,2,17.04,1.31,5,0,1
1988,2022-06-12,3.66,0.81,1.82,0,2,10.65,2.99,29,0,1
1989,2022-06-13,3.43,1.48,2.47,0,2,9.97,2.35,17,0,2
1990,2022-06-14,2.06,2.85,1.23,1,2,10.78,2.4,17,1,1
1991,2022-06-15,0.65,2.11,2.26,1,0,8.95,2.91,10,1,1
1992,2022-06-16,3.04,1.72,0.83,1,2,11.18,2.55,11,1,2
1993,2022-06-17,2.79,2.42,2.37,1,0,10.3,2.6,13,1,1
1994,2022-06-18,3.52,0.42,1.79,0,2,10.55,2.46,11,0,2
1995,2022-06-19,2.25,2.85,1.75,1,0,10.19,2.75,8,0,1
1996,2022-06-20,3.31,2.0,0.22,1,2,13.85,1.95,21,1,1
1997,2022-06-21,2.81,0.37,1.14,1,2,14.89,1.41,29,1,1
1998,2022-06-22,1.01,0.63,1.46,0,2,9.15,2.94,16,0,1
1999,2022-06-23,4.58,2.72,0.96,0,1,8.56,2.07,24,0,1
2000,2022-06-24,3.37,0.01,1.7,0,2,15.78,1.88,9,1,2
2001,2022-06-25,4.07,2.13,1.27,1,2,10.26,2.48,15,0,1
2002,2022-06-26,4.77,1.94,1.31,1,2,13.29,1.11,12,1,1
2003,2022-06-27,4.93,0.06,0.67,0,1,10.07,2.13,9,1,2
2004,2022-06-28,4.44,0.85,0.28,1,2,18.62,1.44,28,0,1
2005,2022-06-29,0.89,0.89,0.5,1,2,10.85,2.11,9,0,2
2006,2022-06-30,4.24,1.17,0.51,0,1,8.47,2.65,25,1,2
2007,2022-07-01,3.37,2.62,1.83,1,0,8.32,2.76,10,1,1
2008,2022-07-02,4.7,2.65,0.2,1,2,13.34,1.87,13,0,1
2009,2022-07-03,2.26,1.69,1.33,0,2,16.28,1.17,24,1,1
2010,2022-07-04,4.14,1.3,1.62,1,0,9.73,2.29,12,0,2
2011,2022-07-05,3.54,2.53,1.58,1,0,15.57,1.03,29,0,2
2012,2022-07-06,1.22,1.97,1.79,1,0,10.52,2.62,19,0,1
2013,2022-07-07,1.64,2.72,1.42,1,2,16.21,1.12,28,0,1
2014,2022-07-08,0.83,0.92,0.29,0,1,16.62,1.65,28,0,2
2015,2022-07-09,2.69,2.38,1.38,1,2,14.08,1.29,26,0,1
2016,2022-07-10,1.0,1.1,2.22,1,0,11.8,2.24,23,0,2
2017,2022-07-11,0.07,2.07,0.38,0,1,9.68,2.68,13,0,2
2018,2022-07-12,4.01,1.46,0.5,1,2,9.5,3.0,22,0,2
2019,2022-07-13,3.02,0.84,0.72,1,2,10.43,2.1,17,1,2
2020,2022-07-14,2.6,2.68,1.52,0,2,19.18,1.83,26,1,1
2021,2022-07-15,1.22,2.06,1.26,1,2,11.1,2.67,11,1,2
2022,2022-07-16,0.58,1.43,1.8,0,2,19.75,1.57,14,0,1
2023,2022-07-17,3.89,2.96,0.66,1,2,9.25,2.26,11,1,1
2024,2022-07-18,1.08,2.99,1.97,0,2,8.38,2.91,15,0,1
2025,2022-07-19,0.61,1.56,2.39,0,2,8.68,2.76,22,1,2
2026,2022-07-20,2.57,0.0,0.86,0,1,18.81,1.07,20,0,1
2027,2022-07-21,2.6,1.37,1.15,1,2,9.42,2.98,16,0,1
2028,2022-07-22,0.85,2.66,0.64,1,2,11.46,2.76,17,0,2
2029,2022-07-23,4.62,2.72,0.14,0,1,10.56,2.44,13,1,2
2030,2022-07-24,2.81,1.07,0.15,1,2,11.35,2.58,28,0,1
2031,2022-07-25,0.55,2.7,1.74,1,0,12.61,1.7,13,1,2
2032,2022-07-26,2.31,1.62,0.94,1,2,9.52,2.79,20,0,1
2033,2022-07-27,0.86,0.17,0.42,0,1,14.24,1.43,13,1,2
2034,2022-07-28,3.07,0.23,0.4,0,1,15.43,1.85,23,1,2
2035,2022-07-29,0.56,0.17,1.26,1,2,10.79,2.81,10,1,1
2036,2022-07-30,4.33,2.46,1.03,1,2,12.78,1.27,17,0,1
2037,2022-07-31,0.37,2.68,0.22,1,2,9.81,2.44,27,0,1
2038,2022-08-01,1.38,1.65,1.47,0,2,16.75,1.71,12,1,1
2039,2022-08-02,0.1,0.48,2.37,1,0,13.93,1.01,20,1,2
2040,2022-08-03,0.35,0.36,1.92,1,0,19.39,1.23,17,1,1
2041,2022-08-04,0.38,0.78,1.19,0,2,17.21,1.05,20,1,2
2042,2022-08-05,2.84,0.4,1.95,1,0,10.62,2.87,17,0,1
2043,2022-08-06,0.04,0.65,2.39,0,2,19.44,1.26,20,1,1
2044,2022-08-07,0.15,2.46,0.26,0,1,16.1,1.77,5,1,2
2045,2022-08-08,3.33,1.09,1.22,0,2,8.02,2.66,13,1,2
2046,2022-08-09,4.88,2.3,0.74,0,1,12.67,1.77,13,0,2
2047,2022-08-10,1.36,0.76,0.94,0,1,14.22,1.62,7,1,2
2048,2022-08-11,0.59,2.29,1.22,0,2,10.78,2.09,10,1,2
2049,2022-08-12,0.73,1.09,1.74,1,0,9.02,2.72,27,1,2
2050,2022-08-13,3.4,0.12,2.17,1,0,17.39,1.79,25,0,2
2051,2022-08-14,2.3,1.13,0.33,0,1,10.07,2.83,20,0,2
2052,2022-08-15,2.41,0.0,2.34,0,2,10.66,2.52,17,1,2
2053,2022-08-16,3.0,2.29,1.73,0,2,17.56,1.03,28,0,1
2054,2022-08-17,2.18,0.85,1.58,1,0,11.23,2.27,5,1,2
2055,2022-08-18,2.19,0.46,0.28,0,1,16.07,1.39,20,1,2
2056,2022-08-19,2.98,0.8,2.2,1,0,18.28,1.21,27,1,2
2057,2022-08-20,0.85,2.34,1.86,1,0,12.59,1.03,19,1,1
2058,2022-08-21,0.27,0.69,0.23,0,1,12.37,1.33,10,0,2
2059,2022-08-22,0.51,2.33,1.79,0,2,11.94,2.41,6,1,1
2060,2022-08-23,4.44,0.77,2.47,0,2,14.78,1.86,9,1,1
2061,2022-08-24,1.57,0.66,2.0,0,2,11.84,2.21,29,0,1
2062,2022-08-25,1.83,1.94,2.39,1,0,14.09,1.31,5,1,2
2063,2022-08-26,1.98,0.18,1.22,0,2,12.58,1.24,16,1,1
2064,2022-08-27,2.48,1.48,0.77,0,1,11.19,2.78,15,0,1
2065,2022-08-28,4.92,0.21,0.78,1,2,11.38,2.35,23,0,2
2066,2022-08-29,4.48,2.56,0.46,0,1,16.1,1.96,16,1,2
2067,2022-08-30,2.0,0.02,0.64,1,2,19.67,1.72,21,1,1
2068,2022-08-31,2.16,0.66,1.26,0,2,11.71,2.3,23,1,2
2069,2022-09-01,0.13,0.62,0.95,0,1,11.0,2.22,10,0,1
2070,2022-09-02,3.44,2.72,1.51,0,2,14.85,1.71,25,0,1
2071,2022-09-03,0.2,2.07,2.01,1,0,18.22,1.44,6,0,1
2072,2022-09-04,0.78,0.8,1.37,0,2,16.52,1.89,28,0,1
2073,2022-09-05,2.44,1.48,0.97,1,2,17.04,1.13,17,0,2
2074,2022-09-06,1.48,2.34,1.02,0,2,17.19,1.11,6,1,2
2075,2022-09-07,3.5,0.73,1.35,0,2,9.69,2.36,11,1,2
2076,2022-09-08,2.88,0.14,1.39,1,2,8.56,2.5,23,1,1
2077,2022-09-09,3.69,2.59,0.43,1,2,11.93,2.89,16,0,2
2078,2022-09-10,2.53,2.61,1.26,1,2,10.23,2.51,15,0,2
2079,2022-09-11,4.71,0.4,0.94,0,1,10.53,2.51,11,0,1
2080,2022-09-12,0.38,2.2,1.86,1,0,8.11,2.16,19,1,1
2081,2022-09-13,1.94,1.09,0.78,1,2,9.13,2.73,24,0,1
2082,2022-09-14,3.46,0.63,1.82,1,0,13.46,1.3,20,0,1
2083,2022-09-15,2.41,1.82,0.67,0,1,10.55,2.21,21,0,2
2084,2022-09-16,4.15,1.97,0.99,1,2,10.35,2.64,21,0,2
2085,2022-09-17,3.84,1.67,0.53,1,2,17.68,1.9,24,0,1
2086,2022-09-18,3.84,0.99,2.15,0,2,8.34,2.77,20,1,2
2087,2022-09-19,4.95,1.01,0.11,1,2,15.28,1.77,25,1,1
2088,2022-09-20,0.37,1.9,0.5,1,2,10.06,2.02,5,1,2
2089,2022-09-21,0.53,1.63,0.12,0,1,9.23,2.79,13,0,1
2090,2022-09-22,4.52,0.81,0.55,1,2,11.65,2.98,29,0,1
2091,2022-09-23,4.4,1.17,1.11,1,2,14.1,1.97,11,0,1
2092,2022-09-24,1.99,0.03,2.45,0,2,14.7,1.8,24,0,1
2093,2022-09-25,0.61,0.18,0.61,0,1,10.59,2.87,23,1,1
2094,2022-09-26,2.4,1.26,2.41,0,2,9.42,2.22,23,0,1
2095,2022-09-27,4.05,0.51,0.96,1,2,9.63,2.39,19,1,1
2096,2022-09-28,3.57,1.68,0.36,0,1,13.89,1.59,18,1,1
2097,2022-09-29,4.66,2.23,0.14,0,1,16.57,1.08,18,0,1
2098,2022-09-30,1.13,2.43,1.64,0,2,14.77,1.14,8,0,1
2099,2022-10-01,4.08,2.4,0.69,1,2,12.72,1.76,15,1,2
2100,2022-10-02,0.72,2.77,0.94,1,2,8.22,2.18,7,0,1
2101,2022-10-03,1.44,2.33,0.46,0,1,8.3,2.85,17,0,2
2102,2022-10-04,2.74,2.43,2.18,1,0,11.64,2.66,6,0,1
2103,2022-10-05,3.98,0.78,2.49,0,2,8.78,2.67,21,1,2
2104,2022-10-06,1.12,2.5,1.87,1,0,11.4,2.04,7,1,2
2105,2022-10-07,0.17,0.11,0.69,1,2,13.29,1.25,23,0,1
